"Reference","Journal_name","Publication_year","Experiment_year","IF","Data_details","Variable_name","Variable_identity","Plant_species","Plant_status","Herbivore_feeding_guild","cor","n","zr","var"
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Quercus robur","Native","Miners",-0.17900433738375,5,-0.180953876504195,0.5
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Salix caprea","Native","All folivores",0.0222330680919,7,0.022236732516343,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Salix caprea","Native","Defoliators",0.0368640568388409,7,0.0368807693780373,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Salix caprea","Native","Gallers",0.224312726981634,7,0.228192743034515,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Salix caprea","Native","Miners",-0.642579960124785,7,-0.762555879352252,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Sorbus aucuparia","Native","All folivores",0.398099706533755,7,0.421388717485044,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Sorbus aucuparia","Native","Defoliators",0.391511667433061,7,0.413584113782141,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Sorbus aucuparia","Native","Gallers",0.422798205270172,7,0.451094421199561,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Sorbus aucuparia","Native","Miners",-0.386239552949766,7,-0.407372650903467,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Tilia cordata","Native","All folivores",-0.0730383746661214,4,-0.0731686689014257,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Tilia cordata","Native","Defoliators",-0.0180061790629887,4,-0.0180081254443428,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Tilia cordata","Native","Gallers",0.897653321831138,4,1.46000372602429,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Tilia cordata","Native","Miners",-0.146285879496549,4,-0.14734297023814,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Ulmus glabra","Native","All folivores",-0.860178862842066,3,-1.29403195541902,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Ulmus glabra","Native","Defoliators",-0.883813899429003,3,-1.3929302249632,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Ulmus glabra","Native","Gallers",0.736985104688812,3,0.943847762078721,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in rural site","Herbivory","Ulmus glabra","Native","Miners",-0.0588725894332257,3,-0.058940748339556,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pendula","Native","All folivores",-0.34677300256478,9,-0.361770975094133,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pendula","Native","Defoliators",-0.368757355965716,9,-0.38698412013261,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pendula","Native","Gallers",0.429453746609118,9,0.459226706849983,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pendula","Native","Miners",-0.160148518464394,9,-0.161539120277248,0.166666666666667
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pubescens","Native","All folivores",-0.0258242951104518,3,-0.0258300380996374,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pubescens","Native","Defoliators",-0.249919082324309,3,-0.255326501557786,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pubescens","Native","Gallers",-0.0526414888712443,3,-0.0526901952855532,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Betula pubescens","Native","Miners",0.988749960158234,3,2.58744494474198,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Quercus robur","Native","All folivores",-0.813193124295883,5,-1.13638469703842,0.5
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Quercus robur","Native","Defoliators",-0.781084965918853,5,-1.0481471533544,0.5
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Quercus robur","Native","Gallers",-0.838947805554003,5,-1.21761017033886,0.5
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Quercus robur","Native","Miners",-0.981077755582335,5,-2.32552905664309,0.5
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Salix caprea","Native","All folivores",-0.559347959780034,7,-0.631883749404607,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Salix caprea","Native","Defoliators",-0.57163504933331,7,-0.649948134200416,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Salix caprea","Native","Gallers",0.534583904846413,7,0.596541358879465,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Salix caprea","Native","Miners",-0.0957469248884542,7,-0.0960411306690521,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Sorbus aucuparia","Native","All folivores",0.106542182787464,7,0.106948079363831,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Sorbus aucuparia","Native","Defoliators",0.0184909478543257,7,0.0184930557318572,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Sorbus aucuparia","Native","Gallers",0.143687452374204,7,0.144688746707478,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Sorbus aucuparia","Native","Miners",0.21463692023917,7,0.218027173598235,0.25
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Tilia cordata","Native","All folivores",-0.0374431475906979,4,-0.0374606606223554,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Tilia cordata","Native","Defoliators",-0.180891395541751,4,-0.182904085493267,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Tilia cordata","Native","Gallers",0.909539953261512,4,1.52485467456833,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Tilia cordata","Native","Miners",-0.118880786535575,4,-0.119445617031365,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Ulmus glabra","Native","All folivores",0.233959762780325,3,0.238374449709042,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Ulmus glabra","Native","Defoliators",0.182755037632266,3,0.184831446148441,1
"Kozlov et al. 2017","Global Change Biology",2017,2010,13,"Data from Table S3","Consumed area (%) in urban site","Herbivory","Ulmus glabra","Native","Miners",-0.937725545113611,3,-1.71885942852669,1
"Lehndal & Agren 2015","Journal of Evolutionary Biology",2015,2011,2.2,"Data from Figure 5(a)","Leaf damage","Herbivory","Lythrum salicaria","Native","Defoliators",-0.475145965836488,12,-0.516696014998763,0.111111111111111
"Lehndal & Agren 2015","Journal of Evolutionary Biology",2015,2011,2.2,"Data from Figure 5(b)","Proportion of plants with meristem damage","Herbivory","Lythrum salicaria","Native","Defoliators",-0.501249255148922,12,-0.550973207800722,0.111111111111111
"Lehndal & Agren 2015","Plos One",2015,2013,3.3,"Data from Figure 2","Proportion of leaf area removed","Herbivory","Lythrum salicaria","Native","Defoliators",-0.997317967795776,3,-3.3064928755725,1
"Liu et al. 2021","Ecology",2021,2017,5.5,"Data from Figshare","herbivory","Herbivory","Alternanthera philoxeroides","Native","Defoliators",0.297481929812056,54,0.306754782225697,0.0196078431372549
"Liu et al. 2021","Ecology",2021,2017,5.5,"Data from Figshare","herbivory","Herbivory","Alternanthera philoxeroides","Non-native","Defoliators",-0.189821338426853,83,-0.192151822935197,0.0125
"Liu et al. 2023","Global Ecology and Biogeography",2023,2021,7.7,"Data from Figshare","Herbivory (%)","Herbivory","Polygonum macrophyllum","Native","Defoliators",-0.386114650729165,35,-0.407225856886527,0.03125
"Liu et al. 2023","Global Ecology and Biogeography",2023,2021,7.7,"Data from Figshare","Herbivory (%)","Herbivory","Saussurea pulchra","Native","Defoliators",-0.575424766647872,30,-0.655595494902359,0.037037037037037
"Liu et al. 2023","Global Ecology and Biogeography",2023,2021,7.7,"Data from Figshare","Herbivory (%)","Herbivory","Taraxacum mongolicum","Native","Defoliators",-0.466141003715721,35,-0.505128654123773,0.03125
"Loch & Matsuki 2010","Forest Ecology and Management",2010,2002,3.9,"Data from Table 1","Mean percentage defoliation","Herbivory","Eucalyptus globulus","Native","Defoliators",0.268396720306979,4,0.275135278778275,1
"Lowman 1992","Biotropica",1992,NA,3.409,"Data from Figure 6","Herbivory_Dorphara sassafras","Herbivory","Doryphora sassafras","Native","Defoliators",-0.976487826943652,3,-2.21577921719581,1
"Lu et al. 2014","Ecology Letters",2014,2013,9.8,"Data from Figure 2","Agasicles hygrophila abundance (sqrt #/0.25m2)","Herbivore abundance","Alternanthera philoxeroides","Non-native","Defoliators",-0.217499941356697,53,-0.221030404715968,0.02
"Lu et al. 2014","Ecology Letters",2014,2013,9.8,"Data from Figure 2","Agasicles hygrophila abundance (sqrt #/0.25m2)","Herbivore abundance","Alternanthera sessilis","Native","Defoliators",-0.313690427612139,43,-0.324633389113593,0.025
"Lu et al. 2014","Ecology Letters",2014,2013,9.8,"Data from Figure 3","Defoliation (proportion of leaf area)","Herbivory","Alternanthera philoxeroides","Non-native","Defoliators",-0.107364488291862,48,-0.10777990012829,0.0222222222222222
"Lu et al. 2014","Ecology Letters",2014,2014,9.8,"Data from Figure 2","Agasicles hygrophila abundance (sqrt #/0.25m2)","Herbivore abundance","Alternanthera philoxeroides","Non-native","Defoliators",-0.159175906932106,44,-0.160541066242475,0.024390243902439
"Lu et al. 2014","Ecology Letters",2014,2014,9.8,"Data from Figure 2","Agasicles hygrophila abundance (sqrt #/0.25m2)","Herbivore abundance","Alternanthera sessilis","Native","Defoliators",0.00132602326357999,40,0.0013260240407797,0.027027027027027
"Lu et al. 2014","Ecology Letters",2014,2014,9.8,"Data from Figure 3","Defoliation (proportion of leaf area)","Herbivory","Alternanthera philoxeroides","Non-native","Defoliators",-0.265813235700589,47,-0.272353312577759,0.0227272727272727
"Lu et al. 2014","Ecology Letters",2014,2014,9.8,"Data from Figure 3","Defoliation (proportion of leaf area)","Herbivory","Alternanthera sessilis","Native","Defoliators",-0.242228118856742,83,-0.247139762108314,0.0125
"Lu et al. 2014","Ecology Letters",2014,2014,9.8,"Data from Figure 4","Emergence holes","Herbivory","Alternanthera sessilis","Native","Stem feeders",-0.419663470183211,44,-0.447283485290793,0.024390243902439
"Lu et al. 2014","Ecology Letters",2014,2014,9.8,"Data from Figure S6","A. h. beetle abundance on A.s. (SQRT #/0.25m2)","Herbivore abundance","Alternanthera sessilis","Native","Defoliators",-0.146352828598715,75,-0.147411384035496,0.0138888888888889
"Lu et al. 2014","Ecology Letters",2014,2014,9.8,"Data from Figure S6","Defoliation of A.s. (SQRT %)","Herbivory","Alternanthera sessilis","Native","Defoliators",-0.446162337375983,77,-0.479898523438631,0.0135135135135135
"Lynn & Fridley 2019","Journal of Plant Ecology",2019,2012,2.5,"Data from Figure 3","Average % area leaf damage_Average cell-Average leaf mining damage per field","Herbivory","Solidago altissima","Native","Miners",-0.142021119419376,20,-0.142987699464906,0.0588235294117647
"Lynn & Fridley 2019","Journal of Plant Ecology",2019,2012,2.5,"Data from Figure 3","Average % area leaf damage_Average cell-sucking damage per field","Herbivory","Solidago altissima","Native","Sap feeders",-0.120662606882925,20,-0.121253370578283,0.0588235294117647
"Lynn & Fridley 2019","Journal of Plant Ecology",2019,2012,2.5,"Data from Figure 3","Average % area leaf damage_Average leaf damage by chewing insects per field","Herbivory","Solidago altissima","Native","Defoliators",0.0319563743559328,20,0.0319672590809464,0.0588235294117647
"Lynn & Fridley 2019","Journal of Plant Ecology",2019,2012,2.5,"Data from Figure 3","Average % area leaf damage_Average of all damage classes added together","Herbivory","Solidago altissima","Native","All folivores",-0.121988488989196,20,-0.122599061311128,0.0588235294117647
"Løe et al. 2007","Oikos",2007,1999,3.6,"Data from Figure 2","Leaf damage","Herbivory","Arabidopsis lyrata","Native","Defoliators",0.553067784896905,18,0.622790265429241,0.0666666666666667
"Løe et al. 2007","Oikos",2007,2000,3.6,"Data from Figure 2","Leaf damage","Herbivory","Arabidopsis lyrata","Native","Defoliators",0.53286091921789,18,0.594132059662409,0.0666666666666667
"Løe et al. 2007","Oikos",2007,2002,3.6,"Data from Figure 2","Leaf damage","Herbivory","Arabidopsis lyrata","Native","Defoliators",0.318929393198525,30,0.330454819447749,0.037037037037037
"Løe et al. 2007","Oikos",2007,2003,3.6,"Data from Figure 2","Leaf damage","Herbivory","Arabidopsis lyrata","Native","Defoliators",-0.137443344745608,12,-0.138318754383993,0.111111111111111
"Moreira et al. 2015","Oikos",2015,2013,3.6,"Data from Figure 2(a)","Proportion of attacked fruits","Herbivory","Ruellia nudiflora","Native","Seed feeders",0.377749671836406,28,0.397432152972733,0.04
"Moreira et al. 2015","Oikos",2015,2013,3.6,"Data from Figure 2(b)","Leaf damage score","Herbivory","Ruellia nudiflora","Native","Defoliators",-0.596589195836945,29,-0.687834736145686,0.0384615384615385
"Moreira et al. 2015","Oikos",2015,2013,3.6,"Data from Figure 3(a)","Proportion of attacked fruits with parasitoids","Herbivory","Ruellia nudiflora","Native","Seed feeders",-0.165114126660578,29,-0.166639643563241,0.0384615384615385
"Moreira et al. 2018","Ecography",2018,2018,6.4,"Data from Figure 2(a)","Proportion of damaged leaves","Herbivory","Quercus robur","Native","All folivores",-0.70213723900391,38,-0.871503546493919,0.0285714285714286
"Moreira et al. 2020","Annals of Botany",2020,2018,5.351,"Data from Figure 2","Seed predation (logit scale)","Herbivory","Quercus robur","Native","Seed feeders",-0.80640947442236,33,-1.11667560139404,0.0333333333333333
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,0.908,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Leaves damaged (%)","Herbivory","Daviesia corymbosa","Native","All folivores",0.623418375460509,3,0.730577245697715,1
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,0.908,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Leaves damaged (%)","Herbivory","Daviesia corymbosa","Native","Defoliators",-0.647270994585651,3,-0.770587591441005,1
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,0.908,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Leaves damaged (%)","Herbivory","Daviesia corymbosa","Native","Gallers",0.925645745937529,3,1.62708787746246,1
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,0.908,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Leaves damaged (%)","Herbivory","Daviesia corymbosa","Native","Miners",0.797952448495353,3,1.09295034730366,1
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,1.5,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Losses","Herbivory","Angophora hispida","Native","All folivores",0.757711576699417,3,0.990819576582403,1
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,1.5,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Losses","Herbivory","Angophora hispida","Native","Defoliators",0.644674285146317,3,0.766131382595076,1
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,1.5,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Losses","Herbivory","Angophora hispida","Native","Gallers",0.468377902937503,3,0.507990355027266,1
"Nooten & Hughes 2013","Australian Journal of Entomology",2013,2010,1.5,"Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3","Losses","Herbivory","Angophora hispida","Native","Miners",0.881854447798891,3,1.38404781023947,1
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Achillea millefolium","Native","Defoliators",-0.566659634464665,5,-0.642588763786041,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Anaphalis margaritacea","Native","Defoliators",-0.380508228928123,5,-0.400653787190047,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Cirsium arvense","Non-native","Defoliators",-0.678999889667179,5,-0.827256062259107,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Eupatorium maculatum","Native","Defoliators",-0.665300949207127,5,-0.80226468206814,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Leucanthemum vulgare","Non-native","Defoliators",0.0514945692364323,5,0.0515401576797555,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Rudbeckia hirta","Native","Defoliators",-0.884149636018232,5,-1.39446624195522,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Sonchus arvensis","Non-native","Defoliators",-0.494626330510037,5,-0.542166706598396,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 2","Leaf damage (%)","Herbivory","Taraxacum officinale","Non-native","Defoliators",-0.444352220195651,5,-0.477640802780745,0.5
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 4","Mean Leaf Damage (proportion)","Herbivory","Cirsium arvense","Non-native","Defoliators",-0.629479990198462,47,-0.74055438382214,0.0227272727272727
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 4","Stem Galls (proportion)","Herbivory","Cirsium arvense","Non-native","Stem feeders",-0.51523729871973,25,-0.569833921501926,0.0454545454545455
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 5(a)","Proportion of Infested Capitula (all seed predators)","Herbivory","Cirsium arvense","Non-native","Seed feeders",-0.0311655102158138,44,-0.0311756063395844,0.024390243902439
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 5(b)","Proportion of Infested Capitula (Larinus planus)","Herbivory","Cirsium arvense","Non-native","Seed feeders",-0.538930851665586,30,-0.602647587001255,0.037037037037037
"Nunes et al. 2016","Plant Ecology",2016,2012,1.9,"Data from Figure 5(c)","Proportion of Infested Capitula (Terellia ruficauda)","Herbivory","Cirsium arvense","Non-native","Seed feeders",0.379987653637627,34,0.400045220071632,0.032258064516129
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus acutissima","Non-native","Defoliators",-0.585242785442908,7,-0.670399763821755,0.25
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus aliena","Non-native","Defoliators",-0.056037352811118,5,-0.0560961194570315,0.5
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus bicolor","Native","Defoliators",-0.777388681462065,3,-1.03873662436184,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus castaneifolia","Non-native","Defoliators",0.415080458774795,3,0.441733684190023,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus cerris","Non-native","Defoliators",-0.113009562232234,5,-0.113494370405224,0.5
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus dentata","Non-native","Defoliators",-0.827923499331268,3,-1.1814983762477,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus gambelii","Native","Defoliators",-0.249368900388208,4,-0.254739752133498,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus garryana","Native","Defoliators",-0.923482437045155,3,-1.61218614791552,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus georgiana","Native","Defoliators",-0.770122184764004,3,-1.02062796223179,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus glandulifera","Non-native","Defoliators",-0.608542441530686,5,-0.706603315022319,0.5
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus grisea","Native","Defoliators",-0.55199712031431,4,-0.621249092504845,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus ilicifolia","Native","Defoliators",-0.695618514244685,4,-0.858760528182888,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus imbricaria","Native","Defoliators",-0.213244902976843,3,-0.216568386320368,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus lyrata","Native","Defoliators",-0.519003304705571,6,-0.574974639290352,0.333333333333333
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus michauxii","Native","Defoliators",-0.419959075209077,4,-0.447642334434559,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus mongolica","Non-native","Defoliators",-0.481529617303918,5,-0.524973726666053,0.5
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus muehlenbergii","Native","Defoliators",-0.965051343536719,3,-2.01469681336374,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus phellos","Native","Defoliators",0.588472369979787,3,0.675325948636385,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus prinoides","Native","Defoliators",0.995146377827524,3,3.00937371654385,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus robur","Non-native","Defoliators",-0.00460091793204043,5,-0.00460095039721342,0.5
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus rubra","Native","Defoliators",0.60633697670559,3,0.703108211790251,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus rugosa","Native","Defoliators",-0.518112895451288,4,-0.573756731341033,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus serrata","Non-native","Defoliators",0.928157866709397,3,1.6449246171568,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus shumardii","Native","Defoliators",-0.374852170216886,6,-0.394056671165057,0.333333333333333
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus suber","Non-native","Defoliators",0.114585855762733,3,0.115091344974377,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus texana","Native","Defoliators",0.954731246794563,3,1.8826954867644,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus turbinella","Native","Defoliators",-0.683182327425816,3,-0.835057540036309,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus variabilis","Non-native","Defoliators",-0.612535574011039,4,-0.712969534574532,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus velutina","Native","Defoliators",0.574057931284169,3,0.65355444267203,1
"Pearse & Hipp 2014","Proceedings of the Royal Society B",2014,2014,4.7,"Data from the Dryad","Proportion (leaf area) chewing damage","Herbivory","Quercus virginiana","Native","Defoliators",-0.95006888202579,3,-1.83248777997824,1
"Prendeville et al. 2015","Ecology",2015,2011,5.5,"Data from Figure 1","Proportion browsed_2011","Herbivory","Campanula americana","Native","Grazers",-0.460087650305075,16,-0.497422468175966,0.0769230769230769
"Prendeville et al. 2015","Ecology",2015,2012,5.5,"Data from Figure 1","Proportion browsed_2012","Herbivory","Campanula americana","Native","Grazers",-0.414880740896302,15,-0.44149241815136,0.0833333333333333
"Prendeville et al. 2015","Ecology",2015,2013,5.5,"Data from Figure 1","Proportion browsed_2013","Herbivory","Campanula americana","Native","Grazers",-0.401456398415495,17,-0.42538394284211,0.0714285714285714
